[12/Mar/2025:08:39:22 +0000] - 200 200 - GET http phpmyadmin.localhost "/" [Client 127.0.0.1] [Length 3495] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "-"
[12/Mar/2025:09:46:38 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3598] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:46:39 +0000] - 200 200 - GET http phpmyadmin.localhost "/js/messages.php?l=en&v=5.2.2" [Client 127.0.0.1] [Length 7948] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:46:52 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3419] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:46:53 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3421] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:48:05 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3421] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:48:15 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3600] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:48:34 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3611] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:49:40 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3612] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:55:59 +0000] - - 403 - GET http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 182] [Gzip 3.23] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:56:01 +0000] - - 403 - GET http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 182] [Gzip 3.23] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:09:56:08 +0000] - - 403 - GET http phpmyadmin.localhost "/" [Client 127.0.0.1] [Length 182] [Gzip 3.23] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "-"
[12/Mar/2025:10:51:12 +0000] - - 403 - GET http phpmyadmin.localhost "/" [Client 127.0.0.1] [Length 182] [Gzip 3.23] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "-"
[12/Mar/2025:10:52:17 +0000] - - 403 - GET http phpmyadmin.localhost "/" [Client 127.0.0.1] [Length 182] [Gzip 3.23] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "-"
[12/Mar/2025:10:52:20 +0000] - - 403 - GET http phpmyadmin.localhost "/" [Client 127.0.0.1] [Length 182] [Gzip 3.23] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "-"
[12/Mar/2025:10:52:21 +0000] - - 403 - GET http phpmyadmin.localhost "/" [Client 127.0.0.1] [Length 182] [Gzip 3.23] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "-"
[12/Mar/2025:10:53:59 +0000] - 200 200 - GET http phpmyadmin.localhost "/" [Client 127.0.0.1] [Length 3418] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "-"
[12/Mar/2025:10:54:01 +0000] - 200 200 - GET http phpmyadmin.localhost "/js/messages.php?l=en&v=5.2.2" [Client 127.0.0.1] [Length 7948] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/"
[12/Mar/2025:10:54:13 +0000] - 302 302 - POST http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 20] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/"
[12/Mar/2025:10:54:13 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3473] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/"
[12/Mar/2025:10:55:25 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 3473] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/"
[12/Mar/2025:10:55:38 +0000] - - 499 - POST http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:10:55:39 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/" [Client 127.0.0.1] [Length 31003] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:10:55:41 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/database/structure/favorite-table&ajax_request=1&favorite_table=1&sync_favorite_tables=1" [Client 127.0.0.1] [Length 1596] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:10:55:41 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1482] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:10:55:41 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 4645] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:10:55:41 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1575] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:10:55:45 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/version-check" [Client 127.0.0.1] [Length 64] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:10:55:46 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1473] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:10:56:05 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/database/structure&eq=9eRikS4h67WYG-v5hSwUcNUTXVcN2qvXmrnoSw_gbB3xc7RpnhiaAHl8csm8j1OxDJKHvjeo2PsSj2TG&ajax_request=true&ajax_page_request=true&_nocache=174177696249569908&token=6130797863367a56732e40414f6e2f46" [Client 127.0.0.1] [Length 10332] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/"
[12/Mar/2025:10:56:06 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2671] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/structure&eq=9eRikS4h67WYG-v5hSwUcNUTXVcN2qvXmrnoSw_gbB3xc7RpnhiaAHl8csm8j1OxDJKHvjeo2PsSj2TG"
[12/Mar/2025:10:56:06 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2272] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/structure&eq=9eRikS4h67WYG-v5hSwUcNUTXVcN2qvXmrnoSw_gbB3xc7RpnhiaAHl8csm8j1OxDJKHvjeo2PsSj2TG"
[12/Mar/2025:10:56:41 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/database/structure&tbl_type=view&eq=tijrykiHuNX0dkHdEtXMdtu7Q1veKkMZVP_UKf9K8hFTfvidomLJP10iRupw8frvTZpHg4Sad6ud2jv8&ajax_request=true&ajax_page_request=true&_nocache=174177699569085673&token=6130797863367a56732e40414f6e2f46" [Client 127.0.0.1] [Length 9085] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/structure&eq=9eRikS4h67WYG-v5hSwUcNUTXVcN2qvXmrnoSw_gbB3xc7RpnhiaAHl8csm8j1OxDJKHvjeo2PsSj2TG"
[12/Mar/2025:10:56:42 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2357] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/structure&tbl_type=view&eq=tijrykiHuNX0dkHdEtXMdtu7Q1veKkMZVP_UKf9K8hFTfvidomLJP10iRupw8frvTZpHg4Sad6ud2jv8"
[12/Mar/2025:10:56:46 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/sql&pos=0&eq=GOh-lAxDtioyS2VOTXCUNGcI39QzVl5YpXpTyDXDniYPSS1uBTO1IHCxo1rgiRVRpTG5medPHlv35pcZJnVC5LYBemjnygjYPFYg&ajax_request=true&ajax_page_request=true&_nocache=1741777004022212295&token=6130797863367a56732e40414f6e2f46" [Client 127.0.0.1] [Length 67522] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/structure&tbl_type=view&eq=tijrykiHuNX0dkHdEtXMdtu7Q1veKkMZVP_UKf9K8hFTfvidomLJP10iRupw8frvTZpHg4Sad6ud2jv8"
[12/Mar/2025:10:56:47 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/recent-table&ajax_request=1&recent_table=1&no_debug=true&_nocache=1741777007078738518&token=6130797863367a56732e40414f6e2f46" [Client 127.0.0.1] [Length 2457] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/sql&pos=0&eq=GOh-lAxDtioyS2VOTXCUNGcI39QzVl5YpXpTyDXDniYPSS1uBTO1IHCxo1rgiRVRpTG5medPHlv35pcZJnVC5LYBemjnygjYPFYg"
[12/Mar/2025:10:56:51 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/table/structure&eq=kGXvktSRNgxZKkedNK39KbEjEwD_m_oTTvQoD9TPJA4yrt4Fu3kY-GEfdaE0fljlgfFTyIb88lj4IhW6EWpMhi1O9IsSKVRsG7lo" [Client 127.0.0.1] [Length 21541] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/sql&pos=0&eq=GOh-lAxDtioyS2VOTXCUNGcI39QzVl5YpXpTyDXDniYPSS1uBTO1IHCxo1rgiRVRpTG5medPHlv35pcZJnVC5LYBemjnygjYPFYg"
[12/Mar/2025:10:56:55 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 6304] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/table/structure&eq=kGXvktSRNgxZKkedNK39KbEjEwD_m_oTTvQoD9TPJA4yrt4Fu3kY-GEfdaE0fljlgfFTyIb88lj4IhW6EWpMhi1O9IsSKVRsG7lo"
[12/Mar/2025:10:56:55 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1577] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/table/structure&eq=kGXvktSRNgxZKkedNK39KbEjEwD_m_oTTvQoD9TPJA4yrt4Fu3kY-GEfdaE0fljlgfFTyIb88lj4IhW6EWpMhi1O9IsSKVRsG7lo"
[12/Mar/2025:10:56:55 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1484] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/table/structure&eq=kGXvktSRNgxZKkedNK39KbEjEwD_m_oTTvQoD9TPJA4yrt4Fu3kY-GEfdaE0fljlgfFTyIb88lj4IhW6EWpMhi1O9IsSKVRsG7lo"
[12/Mar/2025:10:56:56 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/recent-table&ajax_request=1&recent_table=1&no_debug=true&_nocache=1741777012687208266&token=6130797863367a56732e40414f6e2f46" [Client 127.0.0.1] [Length 2460] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/table/structure&eq=kGXvktSRNgxZKkedNK39KbEjEwD_m_oTTvQoD9TPJA4yrt4Fu3kY-GEfdaE0fljlgfFTyIb88lj4IhW6EWpMhi1O9IsSKVRsG7lo"
[12/Mar/2025:10:56:56 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1475] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/table/structure&eq=kGXvktSRNgxZKkedNK39KbEjEwD_m_oTTvQoD9TPJA4yrt4Fu3kY-GEfdaE0fljlgfFTyIb88lj4IhW6EWpMhi1O9IsSKVRsG7lo"
[12/Mar/2025:10:57:02 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/view/operations&eq=6moP_gw_Is8GreKr0_fxvmq_OtGceUHH0DZCfMYCaCqk_Zfpaywsb3rcsViUU4Kpz64XkpyWXuApwOIEeXDVKfJ3ntnub16kDFyf" [Client 127.0.0.1] [Length 17934] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/table/structure&eq=kGXvktSRNgxZKkedNK39KbEjEwD_m_oTTvQoD9TPJA4yrt4Fu3kY-GEfdaE0fljlgfFTyIb88lj4IhW6EWpMhi1O9IsSKVRsG7lo"
[12/Mar/2025:10:57:05 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 6303] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/view/operations&eq=6moP_gw_Is8GreKr0_fxvmq_OtGceUHH0DZCfMYCaCqk_Zfpaywsb3rcsViUU4Kpz64XkpyWXuApwOIEeXDVKfJ3ntnub16kDFyf"
[12/Mar/2025:10:57:05 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/recent-table&ajax_request=1&recent_table=1&no_debug=true&_nocache=1741777023843810436&token=6130797863367a56732e40414f6e2f46" [Client 127.0.0.1] [Length 2457] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/view/operations&eq=6moP_gw_Is8GreKr0_fxvmq_OtGceUHH0DZCfMYCaCqk_Zfpaywsb3rcsViUU4Kpz64XkpyWXuApwOIEeXDVKfJ3ntnub16kDFyf"
[12/Mar/2025:10:57:05 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1577] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/view/operations&eq=6moP_gw_Is8GreKr0_fxvmq_OtGceUHH0DZCfMYCaCqk_Zfpaywsb3rcsViUU4Kpz64XkpyWXuApwOIEeXDVKfJ3ntnub16kDFyf"
[12/Mar/2025:10:57:05 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1484] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/view/operations&eq=6moP_gw_Is8GreKr0_fxvmq_OtGceUHH0DZCfMYCaCqk_Zfpaywsb3rcsViUU4Kpz64XkpyWXuApwOIEeXDVKfJ3ntnub16kDFyf"
[12/Mar/2025:10:57:06 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1475] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/view/operations&eq=6moP_gw_Is8GreKr0_fxvmq_OtGceUHH0DZCfMYCaCqk_Zfpaywsb3rcsViUU4Kpz64XkpyWXuApwOIEeXDVKfJ3ntnub16kDFyf"
[12/Mar/2025:10:57:17 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/sql&pos=0&eq=ZMRdby8VqyHXFQ6XyEhRhVnme7l9Mh14uiIOXBpKYzoVNiKd2mgTaegETliN0MjXd-c4Oz6yRVOrb2RIUdr6A4L0B9LHx0swPHu7" [Client 127.0.0.1] [Length 82292] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/view/operations&eq=6moP_gw_Is8GreKr0_fxvmq_OtGceUHH0DZCfMYCaCqk_Zfpaywsb3rcsViUU4Kpz64XkpyWXuApwOIEeXDVKfJ3ntnub16kDFyf"
[12/Mar/2025:10:57:19 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1577] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/sql&pos=0&eq=ZMRdby8VqyHXFQ6XyEhRhVnme7l9Mh14uiIOXBpKYzoVNiKd2mgTaegETliN0MjXd-c4Oz6yRVOrb2RIUdr6A4L0B9LHx0swPHu7"
[12/Mar/2025:10:57:19 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1484] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/sql&pos=0&eq=ZMRdby8VqyHXFQ6XyEhRhVnme7l9Mh14uiIOXBpKYzoVNiKd2mgTaegETliN0MjXd-c4Oz6yRVOrb2RIUdr6A4L0B9LHx0swPHu7"
[12/Mar/2025:10:57:19 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/recent-table&ajax_request=1&recent_table=1&no_debug=true&_nocache=174177703823465138&token=6130797863367a56732e40414f6e2f46" [Client 127.0.0.1] [Length 2458] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/sql&pos=0&eq=ZMRdby8VqyHXFQ6XyEhRhVnme7l9Mh14uiIOXBpKYzoVNiKd2mgTaegETliN0MjXd-c4Oz6yRVOrb2RIUdr6A4L0B9LHx0swPHu7"
[12/Mar/2025:10:57:20 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 6303] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/sql&pos=0&eq=ZMRdby8VqyHXFQ6XyEhRhVnme7l9Mh14uiIOXBpKYzoVNiKd2mgTaegETliN0MjXd-c4Oz6yRVOrb2RIUdr6A4L0B9LHx0swPHu7"
[12/Mar/2025:10:57:20 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1475] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/sql&pos=0&eq=ZMRdby8VqyHXFQ6XyEhRhVnme7l9Mh14uiIOXBpKYzoVNiKd2mgTaegETliN0MjXd-c4Oz6yRVOrb2RIUdr6A4L0B9LHx0swPHu7"
